;username;text;date
118;mxlsports.id;Penggunaan masker ganda sedang marak tapi kalau kayak gitu gimana nafasnya??!HAHAHA 🤣Stay safe buat temen-temen semua..Yuk, sama-sama jaga kesehatan. Bersama kita bisa putus penyebaran COVID-19 ini😁Sumber: Tiktok @Hrudi..#peralatansepeda#partsepeda#mxlsports#gowessehatbahagia#gowessehat #memegowes #coronaindonesia#corona #coronaindonesia #coronamemes #coronavid19 #coronavairus #covid19indonesia #covidindonesia #covid19indonesia #covidmemes #covid_19 #amancovid #prokes #prokescovid19 #prokesuntukkitasemua #sepedasehat #goweskece #roadbikeindonesia #roadbikejakarta #roadbikesurabaya1d;2021-07-10T05:19:09.000Z
119;imperomedika;Sahabat Medika!Menteri Kesehatan Budi Gunadi Sadikin baru saja mengumumkan bahwa pasien Covid-19 yang isolasi mandiri di rumah berhak mendapatkan layanan obat dan konsultasi gratis dari platform telemedicine yang terdaftar di Kemenkes.Seperti apa detilnya? Simak terus postingan di atas!Jangan lupa follow dan aktifkan notifikasi akun Impero Medika untuk mendapatkan informasi seputar alat kesehatan dan berita kesehatan lainnya.#ImperoMedika#HealthyLife#HappyLife#staysafe#stayhealthy#healthylifestyle#doctor#medical#hospital#beritacovid#covidnews#covidindonesia#covid19indonesia#coivd_19#lawancovid19#covid19#covid19news#infocovid#infocorona#updatecovid19#updatecovid#infocovid19#updatecorona#updatecoronaindonesia#beritacovid#beritacovid191d;2021-07-10T05:16:36.000Z
120;bagimuindonesiaku;Pemerintah dan masyarakat mesti kompak. Jangan ragu2 lagi. Sudah terlalu banyak korban. Pandemi tidak akan berakhir tanpa kerja keras!Pemerintahnya TEGAS! Masyarakatnya PATUH!Itu kuncinya ☝.#pandemi #covidindonesia #prokes #prokesuntukkitasemua #stayathome #staysafeeveryone #stayhome #staysafe #stayhomestaysafe #stayhealthy #vaksin #vaksìncovid191d;2021-07-10T05:12:21.000Z
121;emas_info;Kematian adalah nasihat terbaik.Semoga Allah. memanggilkan kita dengan keadaan khusnul khotimah🤲.Like & Share:Follow👉@emas_infoFollow👉@emas_infoFollow👉@emas_info.#semangatberbagi #bapervideo #nasihatdiri #nasihatpernikahan #carabisnis #belajarbisnis #belajarbisnisdigital #investasiemas #katabijakkehidupan #videodakwah #motivasibisnis #motivasihidup #motivasisuksesmuda #suksesusiamuda #suksesbersama #islamquotes #bersyukurselalu #suksesusiamuda #suksesbersama #viralbanget #indonesiamenang #ekonomiindonesia #ekonomisyariah #karyaanakbangsa #videomotivasi #covidindonesia #ppkm #ppkmdaruratRepoat: @alijufri961d;2021-07-10T05:01:12.000Z
122;cloverhoney.kosambi;Jaga kesehatan keluarga dengan produk perlebahan dari HDI. Sudah masuk BPOM, dan dijamin HALAL dan sudah melalui Uji Klinis, dan terdaftar dalam MIMS. Konsumsi secara rutin utk menjaga imunitas secara maksimal.Informasi & pemesanan :DM / WA : 087877814821#covid #covidindonesia #produkkesehatan #produkhdi #jualprodukhdi #memberhdi #propoelixhdi #cloverhoneyhdi #royaljellyhdi #beepropolis #kids3 #pollenergy520 #cloverhoneyjakarta #cloverhoneyjakartabarat #cloverhoneykosambi #hdikosambi1d;2021-07-10T04:52:34.000Z
123;cloverhoney.kosambi;Jaga kesehatan keluarga dengan produk perlebahan dari HDI. Sudah masuk BPOM, dan dijamin HALAL dan sudah melalui Uji Klinis, dan terdaftar dalam MIMS. Konsumsi secara rutin utk menjaga imunitas secara maksimal.Informasi & pemesanan :DM / WA : 087877814821#covid #covidindonesia #produkkesehatan #produkhdi #jualprodukhdi #memberhdi #propoelixhdi #cloverhoneyhdi #royaljellyhdi #beepropolis #kids3 #pollenergy520 #cloverhoneyjakarta #cloverhoneyjakartabarat #cloverhoneykosambi #hdikosambi1d;2021-07-10T04:52:15.000Z
124;cloverhoney.kosambi;Jaga kesehatan keluarga dengan produk perlebahan dari HDI. Sudah masuk BPOM, dan dijamin HALAL dan sudah melalui Uji Klinis, dan terdaftar dalam MIMS. Konsumsi secara rutin utk menjaga imunitas secara maksimal.Informasi & pemesanan :DM / WA : 087877814821#covid #covidindonesia #produkkesehatan #produkhdi #jualprodukhdi #memberhdi #propoelixhdi #cloverhoneyhdi #royaljellyhdi #beepropolis #kids3 #pollenergy520 #cloverhoneyjakarta #cloverhoneyjakartabarat #cloverhoneykosambi #hdikosambi1d;2021-07-10T04:51:36.000Z
125;sinyo_aseee;Iki tohh tambal ban online 😂😂😂.#amazing #kekinian #wowfakta #wow #malang #bandung #surabaya #jakarta #vidgram #live #love #2020 #viral #funnyvideos #funny #fun #likeforfollow #sekolah #tag #petasan #suroboyo #surabaya #vidgram #sinyo_asee #tiktok #tiktokindonesia #tiktokviral #covid_19 #covid #covidindonesia #covidmemes1d;2021-07-10T04:50:36.000Z
126;vonnystellahealing;Surround yourself with people who accept you for who you are, who love you unconditionally, who support you to grow and to be the best version of yourself 🙏#friendship#bbf#frequency#vibration#grateful#blessing#takecare#blessyou#besafe#salamsehat#covidindonesia#ppkmdarurat#thisshallpass#doa1d;2021-07-10T02:48:40.000Z
127;titipdongsiiss;21century Vitamin C, 500 mg,250 Tablets harga 230.000 (cocok banget buat sekeluarga karna isinya yang banyak)#vitaminc #vitaminoriginal #vitaminusa #covidindonesia #covid #covid_191d;2021-07-10T02:48:29.000Z
128;zahra.elmalik;Demi indonesia dan semua yang telah gugur 🙏🏻Semoga lekas membaik bumiku dan pandemik segera berakhir 🙏🏻😇#heningciptaindonesia #prayforindonesia #covidindonesia #pandemic #bumnuntukindonesia #bumnhadiruntuknegeri #bankbri_id1d;2021-07-10T02:44:35.000Z
129;berpenco;Pada hari Jumat kemarin, telah tiba 200 ventilator dari Singapura serta tabung oksigen, APD, masker, dan alat kesehatan lainnya. Kiriman 1000 unit ventilator dari Australia juga diperkirakan akan tiba malam ini.Indonesia juga telah mendapat tawaran dukungan kerja sama dari AS, Belanda, Jepang, Inggris, UEA, Tiongkok dan negara-negara lainnya.Let’s fight this virus together 🌏✊🏻#BerpenLawanCovid #beritaterkini #beritaterbaru #covidindonesia1d;2021-07-10T02:35:25.000Z
130;webinar_investor;[WEBINAR : Panduan Menjaga Imunitas dan Kesehatan Mental di masa pandemi COVID-19]Mau tau makanan apa saja yang bisa meningkatkan imunitas kita di kala pandemi?Stress berkepanjangan gara-gara pandemi?Kamu jadi gloomy dan badmood seharian?Jangan dulu. Cek tips mengatasinya di webinar kami!Webinar ini akan membantu anda menjawab permasalahan terkini di masa pandemi pada bidang mental juga belajar tentang gaya hidup sehat dan nutrisi dari makanan yang diperlukan pada kondisi pandemi ini.SAVE THE DATE !!!🗓️ Minggu, 4 Juli 2021🕛 pukul 09.30-12.00 WIB📳 Live via zoom🎟️ FREE regist🎁 E-SERTIF, Saldo OVO 20k untuk 3 orang, Goodiebag from Inez Cosmetics untuk 5 orangNarasumber :• dr. Hafid Algristian, Sp.KJ(Diary on the Pandemics: Bagaimana Menjaga “Positive Vibes” dalam Kehidupan Sehari-hari)• Dr. Widati Fatmaningrum, dr., M.Kes., Sp.GK(Peran Nutrisi & Gaya Hidup dalam Optimalisasi Imunitas Tubuh untuk Melawan COVID-19)Moderator:•Alfira Nailatul Izzah, S.Ked(Duta Favorit FK Unair 2018)Kami tunggu partisipasi saudara sekalian untuk bergabung pada webinar kami. Segera daftarkan dirimu, dan ajak orang-orang terdekat mu untuk belajar mengenai dampak dari pandemi dan penanganannyaJangan lupa registrasi melalui link>> s.id/WebinarKKN20CovidGRATIS & TERBUKA UNTUK UMUM !!!#KKNFKUNAIR #ModulCovid #FKUNAIR #WebinarWithInez #WEBINAR #webinargratis #webinarkesehatan #covid19 #covid_19 #covidindonesia #mentalhealth #gizi #ayoberolahraga #marihidupsehat #imunitas #gayahidupsehat #produktif #milenial1d;2021-07-10T01:58:23.000Z
131;dr.zaidulakbar_vidio;BismillahHindari kecemasan berlebih, apalagi di zaman corona seperti sekarang ini. Waspada memang perlu, panik dan cemas mohon untuk bisa dikurangi. Karena memang kecemasan berlebih seringkali menimbulkan berbagai macam masalah kesehatan.⁣⁣.Cari bahan JSR dan madu murni bisa langsung ke @madusolocom...Stay Safe jaga diri dan kesehatan semuanya, semoga kita semua ada dalah lindungan-Nya.⁣⁣...Kasih 💖jika kalian suka info ini dan tag temen kamu atau saudara kamu agar menjadi ladang kebaikan...#herbal #sehat #corona #vaksìncovid19 #vaksin #vaksinasi #covidindonesia #covid19 #covid_19 #zaidulakbar #drzaidulakbar #kesehatan #ilmu #islam #muslim #dakwah #viral1d;2021-07-10T01:41:39.000Z
132;irene.radjiman;COVIDIOTBagi yang sering ngomong COVIDIOT. PAHAMI INI!#covidiot #covidindonesia #covidiots1d;2021-07-10T01:38:12.000Z
133;momovele.id;Hiperkapnia terkadang juga disebut banyaknya karbon dioksida dalam tubuh. Kondisi ini bisa disebabkan oleh hipoventilasi atau gangguan pernapasan akibat kurangnya oksigen dalam paru-paru.Seseorang dengan hiperkapnia bisa mengalami gejala ringan yang berkembang lebih berat seiring berjalannya waktu. Karena itu, seseorang mungkin tak menyadari dirinya memiliki hiperkapnia.Adapun gejala hiperkapnia, dilansir oleh Medical News Today, antara lain pusing, rasa kantuk, kelelahan berlebihan, sakit kepala, kebingungan hingga sesak napas.Gejala hiperkapnia bisa timbul dari periode pernapasan yang dangkal atau lambat yang lebih pendek, seperti ketika tidur nyenyak.Gejala hiperkapnia itu bisa berjalan beberapa hari dan penderita disarankan memeriksakan diri ke dokter.Orang dengan hiperkapnia juga bisa mengalami gejala yang lebih berat, meliputi:•Koma dan hilangnya kesadaran•Depresi atau paranoia•Hiperventilasi atau pernapasan berlebihan•Detak jantung tidak teratur atau aritmia•Otot berkedut•Serangan panikGejala berat dari hiperkapnia ini bisa menyebabkan komplikasi lain. Oleh karenanya, seseorang perlu perawatan medis segera.Catatan: Caption hanya menjelaskan terkait hiperkapnia dari sumber lain.Untuk hasil penelitian, Anda bisa membuka link yang sudah di sederhanakan (tertera di gambar).@momovele.id#momovele #covidindonesia #covid19news #covid19indonesia #covid_19 #covi̇d19 #ppkm #ppkmdarurat #ppkmjawabali #ppkmdaruratjawabali #indonesia1d;2021-07-10T01:32:58.000Z
134;dr.zaidul.akbar_;BismillahHindari kecemasan berlebih, apalagi di zaman corona seperti sekarang ini. Waspada memang perlu, panik dan cemas mohon untuk bisa dikurangi. Karena memang kecemasan berlebih seringkali menimbulkan berbagai macam masalah kesehatan.⁣⁣..⁣⁣Stay Safe jaga diri dan kesehatan semuanya, semoga kita semua ada dalah lindungan-Nya.⁣⁣..⁣⁣Cari bahan JSR dan Madu murni bisa langsung ke @madusolocom ⁣⁣..⁣⁣Kasih 💖jika kalian suka info ini dan tag temen kamu atau saudara kamu agar menjadi ladang kebaikan...#herbal #sehat #corona #vaksìncovid19 #vaksin #vaksinasi #covidindonesia #covid19 #covid_19 #zaidulakbar #drzaidulakbar #kesehatan #ilmu #islam #muslim #dakwah #viral1d;2021-07-10T01:27:29.000Z
135;drzaidulakbar.resep;BismillahHindari kecemasan berlebih, apalagi di zaman corona seperti sekarang ini. Waspada memang perlu, panik dan cemas mohon untuk bisa dikurangi. Karena memang kecemasan berlebih seringkali menimbulkan berbagai macam masalah kesehatan.⁣⁣..⁣⁣Stay Safe jaga diri dan kesehatan semuanya, semoga kita semua ada dalah lindungan-Nya.⁣⁣Cari Bahan JSR dan Madu murni bisa langsung ke @madusolocom...Kasih 💖jika kalian suka info ini dan tag temen kamu atau saudara kamu agar menjadi ladang kebaikan..⁣⁣#herbal #sehat #corona #vaksìncovid19 #vaksin #vaksinasi #covidindonesia #covid19 #covid_19 #zaidulakbar #drzaidulakbar #kesehatan #ilmu #islam #muslim #dakwah #viral1d;2021-07-10T01:24:08.000Z
136;_akal.sehat;Reposted from @adityaabuarslan الإمام العادل قوام كل مائل وصلاح كل فاسد وقصد كل جائر ونصرة كل مظلومSeorang pemimpin yg adil adalah penguasa yg mampu menegakkan setiap perkara yg bengkok, memperbaiki setiap perkara yg rusak, mencegah setiap kezhaliman, dan menolong siapapun yg dizhalimi.Melarang Aktivitas Tanpa Memberikan Solusi Hidup adalah ketimpangan. Menghindari kerumunan dengan kerumunan yang lebih besar. Kasihan aparatur negara di benturkan dengan rakyat kecil 🥲Pak, kita sama-sama capek 🥲Menurut kalian gimana?Share__________@adityaabuarslan🎥 @rana_films__________#covid19 #corona #palestine #palestina #palestine🇵🇸 #savepalestine #palestinaindonesia #storytime #sejarah #indonesiaku #jakartaselatan #bandunghits_ #muslimmovementindonesia #israelkoyak#coronaviruspandemic#covid_19#pray #qunutnazilah #savetheplanet #protokolkesehatan #indonesiabertauhid #covidindonesia #vaksin1d;2021-07-10T01:22:45.000Z
137;apotekerhack;Share postingan ini biar orang lain juga tau uji klinik obat tuh ngapain aja☺•Ingat ya, beda klaim manfaat beda juga uji kliniknya. 😂•Simak..👉🔥 Follow @apotekerhack👉🔥 Bantu kamu melek obat dan kefarmasian👉🔥 Konsultasi obat GRATISStay healthy ya ☺#apoteker #tenagamedis #millenials#ujiklinis #obatcovid #tanyaobattanyaapoteker#infodemi #apotekermuda #farmasimuda #apotekerindonesia #minumobat #tipscovid19 #covidindonesia#apotekerhack #apotekercerdaskanbangsa1d;2021-07-10T01:21:19.000Z
138;funesia_indo;Selamat pagi teman-teman @funesia_indoDimasa PPKM ini jangan lupa untuk selalu melakukan protokol kesehatan ya teman-teman.Mulai dari mencuci tangan, memakai masker dan menjaga jarak 😁Dan untuk melindungi orang-orang yang kita kasihi, jangan lupa untuk segera menyuntik vaksin ! 😊Jika kita taat menjalankan prokes, maka pandemi ini bisa segera mereda dan terkontrol. Sehingga, aktivitas teman-teman bisa segera normal kembali.#funesia #covidindonesia #beritacovid19 #covidclassics #covid19españa #covid19nasfavelas #covidcure #pakaimaskermu #pakaimaskeruntuksemua #pakaimaskerjagajarakcucitangan #pakaimaskermu😷😷😷 #pakaimaskeritukeren #pakaimaskerlebihaman #pakaimaskerjagajarak #pakaimaskertiaphari #pakaimaskerkain #pakaimaskerkitabisa #pakaimaskerutksemua #pakaimaskeryuk #cucitangan6langkah #cucitangandengansabun #cucitanganmucucimukamu #jagajakarta #jagajarakdulu #jagajarakaman1d;2021-07-10T01:20:29.000Z
139;jp.oposisi_;Reposted from @adityaabuarslan الإمام العادل قوام كل مائل وصلاح كل فاسد وقصد كل جائر ونصرة كل مظلومSeorang pemimpin yg adil adalah penguasa yg mampu menegakkan setiap perkara yg bengkok, memperbaiki setiap perkara yg rusak, mencegah setiap kezhaliman, dan menolong siapapun yg dizhalimi.Melarang Aktivitas Tanpa Memberikan Solusi Hidup adalah ketimpangan. Menghindari kerumunan dengan kerumunan yang lebih besar. Kasihan aparatur negara di benturkan dengan rakyat kecil 🥲Pak, kita sama-sama capek 🥲Menurut kalian gimana?Share__________@adityaabuarslan🎥 @rana_films__________#covid19 #corona #palestine #palestina #palestine🇵🇸 #savepalestine #palestinaindonesia #storytime #sejarah #indonesiaku #jakartaselatan #bandunghits_ #muslimmovementindonesia #israelkoyak#coronaviruspandemic#covid_19#pray #qunutnazilah #savetheplanet #protokolkesehatan #indonesiabertauhid #covidindonesia #vaksin1d;2021-07-10T01:20:16.000Z
140;_cendikiawan.co;Reposted from @adityaabuarslan الإمام العادل قوام كل مائل وصلاح كل فاسد وقصد كل جائر ونصرة كل مظلومSeorang pemimpin yg adil adalah penguasa yg mampu menegakkan setiap perkara yg bengkok, memperbaiki setiap perkara yg rusak, mencegah setiap kezhaliman, dan menolong siapapun yg dizhalimi.Melarang Aktivitas Tanpa Memberikan Solusi Hidup adalah ketimpangan. Menghindari kerumunan dengan kerumunan yang lebih besar. Kasihan aparatur negara di benturkan dengan rakyat kecil 🥲Pak, kita sama-sama capek 🥲Menurut kalian gimana?Share__________@adityaabuarslan🎥 @rana_films__________#covid19 #corona #palestine #palestina #palestine🇵🇸 #savepalestine #palestinaindonesia #storytime #sejarah #indonesiaku #jakartaselatan #bandunghits_ #muslimmovementindonesia #israelkoyak#coronaviruspandemic#covid_19#pray #qunutnazilah #savetheplanet #protokolkesehatan #indonesiabertauhid #covidindonesia #vaksin1d;2021-07-10T01:18:03.000Z
141;windoko.lie;Menjadi bagian dari SATGAS COVID#covidindonesia #vaksìncovid19 #indonesiasehat1d;2021-07-10T01:17:26.000Z
142;imsastra;Yang masih penasaran, yuk di pelajari dulu. Kita sama sama belajar, membuka pikiran, menjadi pintar, agar tidak mudah termakan hoax yah😁🙏🏻.. ⠀Yuk dishare, agar semua kerabat dan teman terdekat kita mengetahui akan hal ini. Jangan lupa di save, agar kalian tetap ingat, dan dapat mengedukasi orang di sekitar anda.#covidindonesia #covid_19 #covid #covid19 #rsdc #gaul #sinovac #reviewsinovac #mataram #jakarta #bandung #yogyakarta #semarang #malang #surabaya #denpasar #palembang #fkugm #fkundip #fkunpad #fkub #fkui #fkunand #fkuntar #fkub #fkudayana #fkuph #tanyadoktersastra1d;2021-07-10T01:16:24.000Z
143;jimmi.purwanto;Reposted from @adityaabuarslan الإمام العادل قوام كل مائل وصلاح كل فاسد وقصد كل جائر ونصرة كل مظلومSeorang pemimpin yg adil adalah penguasa yg mampu menegakkan setiap perkara yg bengkok, memperbaiki setiap perkara yg rusak, mencegah setiap kezhaliman, dan menolong siapapun yg dizhalimi.Melarang Aktivitas Tanpa Memberikan Solusi Hidup adalah ketimpangan. Menghindari kerumunan dengan kerumunan yang lebih besar. Kasihan aparatur negara di benturkan dengan rakyat kecil 🥲Pak, kita sama-sama capek 🥲Menurut kalian gimana?Share__________@adityaabuarslan🎥 @rana_films__________#covid19 #corona #palestine #palestina #palestine🇵🇸 #savepalestine #palestinaindonesia #storytime #sejarah #indonesiaku #jakartaselatan #bandunghits_ #muslimmovementindonesia #israelkoyak#coronaviruspandemic#covid_19#pray #qunutnazilah #savetheplanet #protokolkesehatan #indonesiabertauhid #covidindonesia #vaksin1d;2021-07-10T01:13:56.000Z
144;bee.healthy_official;#paketisoman #paketcovid #paketcovid19 #covid_19 #covid #covıd #covid19indonesia #covidindonesia #obatcovid19 #obatcovid #obatcovid19ampuh #obatcovidanak #covidanak #suplemencovid #hdi #hdiindonesia #hdijakarta1d;2021-07-09T21:01:54.000Z
145;bee.healthy_official;#paketisoman #paketcovid #paketcovid19 #covid_19 #covid #covıd #covid19indonesia #covidindonesia #obatcovid19 #obatcovid #obatcovid19ampuh #obatcovidanak #covidanak #suplemencovid #hdi #hdiindonesia #hdijakarta1d;2021-07-09T21:01:43.000Z
146;bee.healthy_official;#paketisoman #paketcovid #paketcovid19 #covid_19 #covid #covıd #covid19indonesia #covidindonesia #obatcovid19 #obatcovid #obatcovid19ampuh #obatcovidanak #covidanak #suplemencovid #hdi #hdiindonesia #hdijakarta #serumrambut #rambutrontok #rambutrontokparah #beebotanics #beebotanicshaircare1d;2021-07-09T21:00:54.000Z
147;bee.healthy_official;#paketisoman #paketcovid #paketcovid19 #covid_19 #covid #covıd #covid19indonesia #covidindonesia #obatcovid19 #obatcovid #obatcovid19ampuh #obatcovidanak #covidanak #suplemencovid #hdi #hdiindonesia #hdijakarta #shampoo #shampoorontok #rambutrontok #rambutrontokparah #shampooalami #shampooantirontok #beebotanicshaircare1d;2021-07-09T21:00:00.000Z
148;bee.healthy_official;#paketisoman #paketcovid #paketcovid19 #covid_19 #covid #covıd #covid19indonesia #covidindonesia #obatcovid19 #obatcovid #obatcovid19ampuh #obatcovidanak #covidanak #suplemencovid #hdi #hdiindonesia #hdijakarta #handandbody #handandbodylotion #bodylotion #hdihandbodylotion #beebotanics1d;2021-07-09T20:58:49.000Z
149;bee.healthy_official;#paketisoman #paketcovid #paketcovid19 #covid_19 #covid #covıd #covid19indonesia #covidindonesia #obatcovid19 #obatcovid #obatcovid19ampuh #obatcovidanak #covidanak #suplemencovid #hdi #hdiindonesia #hdijakarta #toothpaste #hditoothpaste #toothpastehdi #beebotanics #odol #pastagigi #pastagigialami #odolalami1d;2021-07-09T20:57:46.000Z
